collected_at,departure_date,origin,destination,airline,flight_number,departure_time,arrival_time,price,currency,travel_class,stops,source,collection_date,collection_time,flight_date,route,days_to_departure,departure_day,departure_hour,arrival_hour,is_weekend,log_price
2026-08-25 00:08:42.600399,2026-08-26,DEL,BOM,Air India,AI 2963,2026-08-26 09:00:00,2026-08-26 11:15:00,6582,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.600399,2026-08-26,DEL-BOM,1,Wednesday,9,11,False,8.792245847467877
2026-08-25 00:08:42.604766,2026-08-30,DEL,BOM,Air India,AI 2678,2026-08-30 08:30:00,2026-08-30 10:45:00,6582,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.604766,2026-08-30,DEL-BOM,5,Sunday,8,10,True,8.792245847467877
2026-08-25 00:08:42.609594,2026-09-06,DEL,BOM,Air India,AI 2425,2026-09-06 10:30:00,2026-09-06 12:50:00,6582,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.609594,2026-09-06,DEL-BOM,12,Sunday,10,12,True,8.792245847467877
2026-08-25 00:08:42.616412,2026-09-22,DEL,BOM,Air India,AI 2963,2026-09-22 09:00:00,2026-09-22 11:15:00,6582,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.616412,2026-09-22,DEL-BOM,28,Tuesday,9,11,False,8.792245847467877
2026-08-25 00:08:42.587988,2026-08-25,DEL,BOM,Air India Express,IX 1605,2026-08-25 06:00:00,2026-08-25 08:10:00,6610,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.587988,2026-08-25,DEL-BOM,0,Tuesday,6,8,False,8.796490207333578
2026-08-25 00:08:42.592691,2026-08-24,DEL,BOM,Air India Express,IX 1056,2026-08-24 17:50:00,2026-08-24 20:10:00,6610,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.592691,2026-08-24,DEL-BOM,-1,Monday,17,20,False,8.796490207333578
2026-08-25 00:08:42.600401,2026-08-26,DEL,BOM,Air India Express,IX 1605,2026-08-26 06:00:00,2026-08-26 08:10:00,6610,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.600401,2026-08-26,DEL-BOM,1,Wednesday,6,8,False,8.796490207333578
2026-08-25 00:08:42.604768,2026-08-30,DEL,BOM,Air India Express,IX 1605,2026-08-30 06:00:00,2026-08-30 08:10:00,6610,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.604768,2026-08-30,DEL-BOM,5,Sunday,6,8,True,8.796490207333578
2026-08-25 00:08:42.580519,2026-08-25,DEL,BOM,Akasa Air,QP 1807,2026-08-25 13:40:00,2026-08-25 15:55:00,6880,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.580519,2026-08-25,DEL-BOM,0,Tuesday,13,15,False,8.83651926920248
2026-08-25 00:08:42.581353,2026-08-25,DEL,BOM,Akasa Air,QP 1807,2026-08-25 13:40:00,2026-08-25 15:55:00,6880,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.581353,2026-08-25,DEL-BOM,0,Tuesday,13,15,False,8.83651926920248
2026-08-25 00:08:42.587989,2026-08-25,DEL,BOM,Akasa Air,QP 1807,2026-08-25 13:40:00,2026-08-25 15:55:00,6880,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.587989,2026-08-25,DEL-BOM,0,Tuesday,13,15,False,8.83651926920248
2026-08-25 00:08:42.592692,2026-08-24,DEL,BOM,Akasa Air,QP 1820,2026-08-24 17:30:00,2026-08-24 19:45:00,6880,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.592692,2026-08-24,DEL-BOM,-1,Monday,17,19,False,8.83651926920248
2026-08-25 00:08:42.609596,2026-09-06,DEL,BOM,Akasa Air,QP 1836,2026-09-06 12:30:00,2026-09-06 14:50:00,6880,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.609596,2026-09-06,DEL-BOM,12,Sunday,12,14,True,8.83651926920248
2026-08-25 00:08:42.604771,2026-08-30,DEL,BOM,Akasa Air,QP 1112,2026-08-30 09:20:00,2026-08-30 11:45:00,7243,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.604771,2026-08-30,DEL-BOM,5,Sunday,9,11,True,8.887928819003305
2026-08-25 00:08:42.593083,2026-08-24,DEL,CCU,IndiGo,6E 6236,2026-08-24 16:20:00,2026-08-24 21:05:00,6787,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.593083,2026-08-24,DEL-CCU,-1,Monday,16,21,False,8.822911626354117
2026-08-25 00:08:42.610189,2026-09-06,DEL,CCU,IndiGo,6E 6378,2026-09-06 14:40:00,2026-09-06 19:20:00,7102,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.610189,2026-09-06,DEL-CCU,12,Sunday,14,19,True,8.86827250899781
2026-08-25 00:08:42.616780,2026-09-22,DEL,CCU,SpiceJet,SG 905,2026-09-22 20:10:00,2026-09-22 22:30:00,7500,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.616780,2026-09-22,DEL-CCU,28,Tuesday,20,22,False,8.922791623969637
2026-08-25 00:08:42.588365,2026-08-25,DEL,CCU,Akasa Air,QP 1801,2026-08-25 05:55:00,2026-08-25 08:15:00,7933,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.588365,2026-08-25,DEL-CCU,0,Tuesday,5,8,False,8.978912601074276
2026-08-25 00:08:42.601052,2026-08-26,DEL,CCU,Akasa Air,QP 1801,2026-08-26 05:55:00,2026-08-26 08:15:00,7933,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.601052,2026-08-26,DEL-CCU,1,Wednesday,5,8,False,8.978912601074276
2026-08-25 00:08:42.610198,2026-09-06,DEL,CCU,Akasa Air,QP 1801,2026-09-06 05:55:00,2026-09-06 08:15:00,7933,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.610198,2026-09-06,DEL-CCU,12,Sunday,5,8,True,8.978912601074276
2026-08-25 00:08:42.593087,2026-08-24,DEL,CCU,SpiceJet,SG 905,2026-08-24 20:10:00,2026-08-24 22:30:00,7943,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.593087,2026-08-24,DEL-CCU,-1,Monday,20,22,False,8.980172205725008
2026-08-25 00:08:42.582285,2026-08-25,DEL,CCU,Akasa Air,QP 1803,2026-08-25 17:05:00,2026-08-25 19:25:00,8231,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.582285,2026-08-25,DEL-CCU,0,Tuesday,17,19,False,9.015784277513886
2026-08-25 00:08:42.616784,2026-09-22,DEL,CCU,Akasa Air,QP 1803,2026-09-22 17:05:00,2026-09-22 19:25:00,8231,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.616784,2026-09-22,DEL-CCU,28,Tuesday,17,19,False,9.015784277513886
2026-08-25 00:08:42.582289,2026-08-25,DEL,CCU,IndiGo,6E 897,2026-08-25 12:45:00,2026-08-25 15:05:00,8346,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.582289,2026-08-25,DEL-CCU,0,Tuesday,12,15,False,9.029657471850737
2026-08-25 00:08:42.588370,2026-08-25,DEL,CCU,IndiGo,6E 897,2026-08-25 12:45:00,2026-08-25 15:05:00,8346,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.588370,2026-08-25,DEL-CCU,0,Tuesday,12,15,False,9.029657471850737
2026-08-25 00:08:42.593089,2026-08-24,DEL,CCU,IndiGo,6E 247,2026-08-24 23:30:00,2026-08-25 01:45:00,8346,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.593089,2026-08-24,DEL-CCU,-1,Monday,23,1,False,9.029657471850737
2026-08-25 00:08:42.601061,2026-08-26,DEL,CCU,IndiGo,6E 897,2026-08-26 12:45:00,2026-08-26 15:05:00,8346,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.601061,2026-08-26,DEL-CCU,1,Wednesday,12,15,False,9.029657471850737
2026-08-25 00:08:42.605099,2026-08-30,DEL,CCU,IndiGo,6E 389,2026-08-30 21:50:00,2026-08-31 00:05:00,8346,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.605099,2026-08-30,DEL-CCU,5,Sunday,21,0,True,9.029657471850737
2026-08-25 00:08:42.605104,2026-08-30,DEL,CCU,IndiGo,6E 247,2026-08-30 23:30:00,2026-08-31 01:45:00,8346,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.605104,2026-08-30,DEL-CCU,5,Sunday,23,1,True,9.029657471850737
2026-08-25 00:08:42.610200,2026-09-06,DEL,CCU,IndiGo,6E 6517,2026-09-06 19:30:00,2026-09-06 21:45:00,8346,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.610200,2026-09-06,DEL-CCU,12,Sunday,19,21,True,9.029657471850737
2026-08-25 00:08:42.616787,2026-09-22,DEL,CCU,IndiGo,6E 894,2026-09-22 10:15:00,2026-09-22 12:30:00,8346,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.616787,2026-09-22,DEL-CCU,28,Tuesday,10,12,False,9.029657471850737
2026-08-25 00:08:42.582291,2026-08-25,DEL,CCU,Air India,AI 1791,2026-08-25 09:30:00,2026-08-25 11:50:00,8504,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.582291,2026-08-25,DEL-CCU,0,Tuesday,9,11,False,9.048409504829962
2026-08-25 00:08:42.588372,2026-08-25,DEL,CCU,Air India,AI 1704,2026-08-25 13:00:00,2026-08-25 15:20:00,8504,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.588372,2026-08-25,DEL-CCU,0,Tuesday,13,15,False,9.048409504829962
2026-08-25 00:08:42.593091,2026-08-24,DEL,CCU,Air India,AI 2727,2026-08-24 22:00:00,2026-08-25 00:20:00,8504,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.593091,2026-08-24,DEL-CCU,-1,Monday,22,0,False,9.048409504829962
2026-08-25 00:08:42.601063,2026-08-26,DEL,CCU,Air India,AI 1704,2026-08-26 13:00:00,2026-08-26 15:20:00,8504,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.601063,2026-08-26,DEL-CCU,1,Wednesday,13,15,False,9.048409504829962
2026-08-25 00:08:42.605105,2026-08-30,DEL,CCU,Air India,AI 2727,2026-08-30 22:00:00,2026-08-31 00:20:00,8504,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.605105,2026-08-30,DEL-CCU,5,Sunday,22,0,True,9.048409504829962
2026-08-25 00:08:42.605107,2026-08-30,DEL,CCU,Akasa Air,QP 1801,2026-08-30 05:55:00,2026-08-30 08:15:00,8543,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.605107,2026-08-30,DEL-CCU,5,Sunday,5,8,True,9.052984561199976
2026-08-25 00:08:42.601549,2026-08-26,DEL,HYD,IndiGo,6E 853,2026-08-26 20:45:00,2026-08-27 02:10:00,6990,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.601549,2026-08-26,DEL-HYD,1,Wednesday,20,2,False,8.852378886511985
2026-08-25 00:08:42.582018,2026-08-25,DEL,HYD,IndiGo,6E 6282,2026-08-25 13:30:00,2026-08-25 15:45:00,8295,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.582018,2026-08-25,DEL-HYD,0,Tuesday,13,15,False,9.023528749909364
2026-08-25 00:08:42.588680,2026-08-25,DEL,HYD,IndiGo,6E 6282,2026-08-25 13:30:00,2026-08-25 15:45:00,8295,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.588680,2026-08-25,DEL-HYD,0,Tuesday,13,15,False,9.023528749909364
2026-08-25 00:08:42.593667,2026-08-24,DEL,HYD,IndiGo,6E 6282,2026-08-24 13:30:00,2026-08-24 15:45:00,8295,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.593667,2026-08-24,DEL-HYD,-1,Monday,13,15,False,9.023528749909364
2026-08-25 00:08:42.601556,2026-08-26,DEL,HYD,IndiGo,6E 6282,2026-08-26 13:30:00,2026-08-26 15:45:00,8295,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.601556,2026-08-26,DEL-HYD,1,Wednesday,13,15,False,9.023528749909364
2026-08-25 00:08:42.610917,2026-09-06,DEL,HYD,IndiGo,6E 884,2026-09-06 11:45:00,2026-09-06 14:00:00,8295,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.610917,2026-09-06,DEL-HYD,12,Sunday,11,14,True,9.023528749909364
2026-08-25 00:08:42.610928,2026-09-06,DEL,HYD,IndiGo,6E 6601,2026-09-06 19:45:00,2026-09-06 22:05:00,8295,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.610928,2026-09-06,DEL-HYD,12,Sunday,19,22,True,9.023528749909364
2026-08-25 00:08:42.610932,2026-09-06,DEL,HYD,IndiGo,6E 882,2026-09-06 23:15:00,2026-09-07 01:30:00,8295,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.610932,2026-09-06,DEL-HYD,12,Sunday,23,1,True,9.023528749909364
2026-08-25 00:08:42.617135,2026-09-22,DEL,HYD,IndiGo,6E 6282,2026-09-22 13:30:00,2026-09-22 15:45:00,8295,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.617135,2026-09-22,DEL-HYD,28,Tuesday,13,15,False,9.023528749909364
2026-08-25 00:08:42.617141,2026-09-22,DEL,HYD,IndiGo,6E 6217,2026-09-22 16:15:00,2026-09-22 18:30:00,8295,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.617141,2026-09-22,DEL-HYD,28,Tuesday,16,18,False,9.023528749909364
2026-08-25 00:08:42.617143,2026-09-22,DEL,HYD,Akasa Air,QP 1409,2026-09-22 20:40:00,2026-09-22 23:10:00,8374,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.617143,2026-09-22,DEL-HYD,28,Tuesday,20,23,False,9.033006356693267
2026-08-25 00:08:42.582021,2026-08-25,DEL,HYD,Air India,AI 2899,2026-08-25 12:30:00,2026-08-25 14:45:00,8451,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.582021,2026-08-25,DEL-HYD,0,Tuesday,12,14,False,9.042158378735948
2026-08-25 00:08:42.588684,2026-08-25,DEL,HYD,Air India,AI 2899,2026-08-25 12:30:00,2026-08-25 14:45:00,8451,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.588684,2026-08-25,DEL-HYD,0,Tuesday,12,14,False,9.042158378735948
2026-08-25 00:08:42.593673,2026-08-24,DEL,HYD,Air India,AI 2721,2026-08-24 19:30:00,2026-08-24 21:50:00,8451,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.593673,2026-08-24,DEL-HYD,-1,Monday,19,21,False,9.042158378735948
2026-08-25 00:08:42.601558,2026-08-26,DEL,HYD,Air India,AI 2721,2026-08-26 19:30:00,2026-08-26 21:50:00,8451,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.601558,2026-08-26,DEL-HYD,1,Wednesday,19,21,False,9.042158378735948
2026-08-25 00:08:42.605413,2026-08-30,DEL,HYD,Air India,AI 2577,2026-08-30 02:00:00,2026-08-30 04:20:00,8451,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.605413,2026-08-30,DEL-HYD,5,Sunday,2,4,True,9.042158378735948
2026-08-25 00:08:42.610936,2026-09-06,DEL,HYD,Air India,AI 1706,2026-09-06 23:00:00,2026-09-07 01:20:00,8451,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.610936,2026-09-06,DEL-HYD,12,Sunday,23,1,True,9.042158378735948
2026-08-25 00:08:42.582023,2026-08-25,DEL,HYD,Akasa Air,QP 1406,2026-08-25 14:10:00,2026-08-25 16:45:00,8684,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.582023,2026-08-25,DEL-HYD,0,Tuesday,14,16,False,9.069352678675205
2026-08-25 00:08:42.588685,2026-08-25,DEL,HYD,Akasa Air,QP 1406,2026-08-25 14:10:00,2026-08-25 16:45:00,8684,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.588685,2026-08-25,DEL-HYD,0,Tuesday,14,16,False,9.069352678675205
2026-08-25 00:08:42.593676,2026-08-24,DEL,HYD,Akasa Air,QP 1406,2026-08-24 14:10:00,2026-08-24 16:45:00,8684,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.593676,2026-08-24,DEL-HYD,-1,Monday,14,16,False,9.069352678675205
2026-08-25 00:08:42.601560,2026-08-26,DEL,HYD,Akasa Air,QP 1406,2026-08-26 14:10:00,2026-08-26 16:45:00,8684,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.601560,2026-08-26,DEL-HYD,1,Wednesday,14,16,False,9.069352678675205
2026-08-25 00:08:42.605417,2026-08-30,DEL,HYD,IndiGo,6E 882,2026-08-30 23:15:00,2026-08-31 01:30:00,9322,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.605417,2026-08-30,DEL-HYD,5,Sunday,23,1,True,9.140239744296693
2026-08-25 00:08:42.605419,2026-08-30,DEL,HYD,Akasa Air,QP 1409,2026-08-30 20:40:00,2026-08-30 23:10:00,10061,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.605419,2026-08-30,DEL-HYD,5,Sunday,20,23,True,9.216521231051264
